session_id,athlete_id,frame_num,sport,hip_angle_l,hip_angle_r,knee_angle_l,knee_angle_r,shoulder_angle_l,shoulder_angle_r,elbow_angle_l,elbow_angle_r,ankle_dorsiflexion_l,ankle_dorsiflexion_r,trunk_lean,spine_deviation,shoulder_hip_sep,head_forward_pos,com_height_norm,estimated_jump_height,limb_symmetry_idx,form_score,phase_label,quality_label,feedback_tag
SES_SPR_POO_0011,athlete_52,1,sprint,100.61,107.64,127.57,155.36,94.39,92.05,125.95,132.12,83.09,81.55,68.9,3.83,33.54,1.11,0.45,0,0.647,42.4,descent,poor,Work on symmetry.
SES_VER_POO_0003,athlete_18,3,vertical_jump,145.73,119.77,154.28,129.35,91.76,82.25,180,134.49,74.51,79.01,36.09,3.88,16.47,-0.8,0.49,26.7,0.598,48.8,landing,poor,Work on symmetry.
SES_SNA_POO_0007,athlete_74,15,snatch,111.69,123.45,154.6,161.04,74.39,88.74,138.59,180,82.2,91.46,13.8,1.98,21.2,3.12,0.3,0,0.679,40.2,setup,poor,Adjust knee alignment.
SES_SPR_ELI_0008,athlete_61,59,sprint,47.18,45.97,84.82,96.37,92.45,79.9,85.33,83.78,67.52,69.1,15.2,2.86,29.37,9.42,0.54,0,0.856,92.5,descent,elite,Hold this form.
SES_CRI_POO_0019,athlete_41,69,cricket_bat,149.98,162.68,161.73,175.28,150.49,138.8,160.64,170.01,73.66,88.88,36.66,2.36,11.97,0.37,0.43,0,0.573,22.2,setup,poor,Adjust knee alignment.
SES_CRI_POO_0019,athlete_54,12,cricket_bat,150.56,161.84,178,143.98,119.16,142.3,180,180,72.26,82.52,71.5,1.89,22.13,4.34,0.3,0,0.542,45.4,setup,poor,Adjust knee alignment.
SES_SPR_GOO_0009,athlete_65,20,sprint,48.12,47.73,87.24,102.32,90.55,82.98,95.94,85.05,74.26,81.8,28.82,1.04,22.72,3.87,0.54,0,0.803,77.3,setup,good,Slight asymmetry detected.
SES_SNA_AVE_0006,athlete_70,87,snatch,119.38,113.65,133.09,111.41,61.65,47.24,148.95,178.57,61.92,94.78,24.81,3.09,9.09,8.19,0.48,0,0.757,61.8,descent,average,Activate core more.
SES_JAV_POO_0015,athlete_52,66,javelin,172.63,145.96,159.66,178,136.75,148.34,160.25,174.95,71.8,97.54,69.03,1.35,33.0,4.96,0.52,0,0.523,30.4,descent,poor,Adjust knee alignment.
SES_VER_ELI_0000,athlete_46,45,vertical_jump,97.22,91.98,96.1,99.63,54.73,53.12,124.94,105.4,71.79,86.35,8.27,0.99,37.78,3.13,0.49,51.1,0.933,96.9,descent,elite,Hold this form.
SES_CRI_AVE_0018,athlete_04,79,cricket_bat,144.89,164.48,169.24,152.41,127.25,93.64,142.46,180,79.72,91.5,55.36,0,36.71,4.62,0.53,0,0.654,65.6,descent,average,Lower your hips.
SES_SPR_GOO_0009,athlete_57,96,sprint,60.95,67.16,102.29,83.34,86.17,120.07,79.36,98.78,81.12,80.17,17.2,5.3,10.17,-0.9,0.61,0,0.767,82.9,setup,good,"Good depth, push harder through the heels."
SES_VER_ELI_0000,athlete_49,2,vertical_jump,92.81,93.7,87.71,85.65,66.54,54.18,92.78,126.56,103.66,86.83,14.44,3.2,29.02,-2.09,0.51,55.2,0.95,93.2,takeoff,elite,Elite biomechanics detected.
SES_CRI_ELI_0016,athlete_44,20,cricket_bat,115.69,116.84,146.0,131.71,82.04,100.45,150.43,130.36,98.89,96.56,8.79,2.01,41.23,7.21,0.44,0,0.788,97.4,descent,elite,Hold this form.
SES_CRI_POO_0019,athlete_19,27,cricket_bat,161.98,175,156.83,152.1,111.72,149.68,180,180,71.06,70.25,80,0.73,31.16,7.83,0.47,0,0.589,20.6,setup,poor,Work on symmetry.
SES_CRI_ELI_0016,athlete_05,80,cricket_bat,127.64,117.75,130.96,139.79,75.06,77.91,132.55,155.15,97.21,83.31,21.24,3.07,27.04,4.58,0.49,0,0.778,95.2,descent,elite,Great form! Maintain position.
SES_SNA_GOO_0005,athlete_68,67,snatch,95.84,103.73,100.52,122.31,64.62,38.66,180,166.45,76.76,105.22,15.87,3.23,32.76,1.13,0.57,0,0.824,82.8,descent,good,Extend hips fully.
SES_CRI_GOO_0017,athlete_70,63,cricket_bat,112.28,132.94,140.2,139.92,85.52,107.39,139.83,178.89,86.95,86.05,13.95,2.83,25.38,7.38,0.54,0,0.733,83.4,setup,good,"Good depth, push harder through the heels."
SES_VER_GOO_0001,athlete_60,87,vertical_jump,80.18,100.32,92.43,93.98,67.21,78.01,157.21,133.81,74.53,91.51,22.56,0.55,24.32,-1.45,0.53,50.3,0.815,85.4,descent,good,Slight asymmetry detected.
SES_VER_GOO_0001,athlete_69,28,vertical_jump,90.53,91.69,102.19,107.24,49.54,81.45,116.05,99.18,89.73,71.84,9.12,2.49,10.96,-0.98,0.52,41.5,0.862,78.4,landing,good,"Good depth, push harder through the heels."
SES_VER_ELI_0000,athlete_51,65,vertical_jump,96.87,88.33,98.94,85.78,57.05,69.99,132.64,115.9,79.85,86.58,19.84,0.19,20.5,3.89,0.49,54.2,0.894,94.3,descent,elite,Hold this form.
SES_VER_GOO_0001,athlete_61,55,vertical_jump,94.38,98.95,109.29,97.1,70.29,75.14,130.21,140.04,92.87,82.33,7.98,1.33,25.45,3.14,0.58,51.9,0.833,81.4,setup,good,Slight asymmetry detected.
SES_VER_ELI_0000,athlete_13,12,vertical_jump,101.2,98.9,95.26,103.6,49.48,55.12,129.3,116.76,81.9,83.45,11.22,0.92,25.53,4.73,0.51,64.6,0.929,97.5,flight,elite,Hold this form.
SES_CRI_GOO_0017,athlete_37,4,cricket_bat,115.02,122.05,141.86,141.17,99.65,98.49,117.3,157.42,83.71,96.3,19.45,0.55,15.94,5.4,0.4,0,0.761,80.1,descent,good,Extend hips fully.
SES_SPR_AVE_0010,athlete_54,37,sprint,64.09,72.28,101.63,113.7,88.58,85.84,116.18,133.39,83.17,84.15,30.85,0.29,34.52,-2.1,0.47,0,0.734,58.8,descent,average,Activate core more.
SES_SNA_POO_0007,athlete_27,75,snatch,154.14,108.95,137.5,109.48,46.31,79.17,133.39,162.56,89.97,63.88,31.4,2.42,16.53,4.09,0.56,0,0.571,23.5,setup,poor,Critical form deviation.
SES_JAV_POO_0015,athlete_19,27,javelin,133.3,163.6,162.4,157.01,112.58,135.2,127.37,180,52.45,65.45,80,0,14.57,0.48,0.56,0,0.534,32.4,setup,poor,Adjust knee alignment.
SES_VER_GOO_0001,athlete_05,71,vertical_jump,115.6,91.22,122.82,112.33,61.78,81.01,175.05,144.16,84.74,91.14,14.0,2.33,37.78,5.32,0.57,40.4,0.791,80.9,descent,good,Extend hips fully.
SES_CRI_GOO_0017,athlete_19,96,cricket_bat,129.62,136.74,165.26,132.11,109.02,102.33,132.77,152.7,78.41,88.92,34.38,3.11,13.02,-2.57,0.48,0,0.704,78.4,setup,good,Slight asymmetry detected.
SES_SNA_ELI_0004,athlete_19,0,snatch,92.11,83.29,100.61,109.95,42.13,51.76,176.7,172.63,99.85,84.76,18.11,2.9,34.18,2.12,0.53,0,0.896,94.3,setup,elite,Great form! Maintain position.
SES_SNA_POO_0007,athlete_67,83,snatch,90.4,112.89,140.64,129.57,57.88,92.38,91.38,123.89,71.1,93.77,29.87,3.0,30.76,-3.66,0.37,0,0.637,23.7,descent,poor,LOWER HIPS!
SES_SNA_ELI_0004,athlete_14,34,snatch,81.76,88.53,114.12,100.16,60.26,35.03,167.47,177.18,75.78,98.98,33.64,0.75,36.6,1.16,0.58,0,0.89,95.1,descent,elite,Elite biomechanics detected.
SES_JAV_POO_0015,athlete_37,72,javelin,137.4,150.63,159.17,178,116.05,134.28,150.5,143.46,45.47,87.33,48.6,1.34,19.41,5.46,0.55,0,0.542,37.5,descent,poor,Adjust knee alignment.
SES_CRI_POO_0019,athlete_66,44,cricket_bat,159.87,175,172.67,152.12,143.44,116.0,172.55,177.32,86.75,70.6,40.04,4.06,21.75,2.5,0.63,0,0.558,37.1,setup,poor,Critical form deviation.
SES_CRI_AVE_0018,athlete_13,60,cricket_bat,175,146.9,147.62,150.41,67.0,125.51,169.46,180,52.1,88.87,32.45,3.09,27.79,8.29,0.43,0,0.666,68.7,descent,average,Activate core more.
SES_VER_AVE_0002,athlete_03,97,vertical_jump,110.54,102.52,105.17,136.44,77.32,93.78,122.62,177.42,70.65,81.3,35.31,1.1,44.46,3.86,0.52,29.7,0.709,59.2,landing,average,Activate core more.
SES_SNA_ELI_0004,athlete_36,41,snatch,70.77,90.44,105.15,103.03,40.79,44.72,180,178.43,97.21,88.06,25.48,0.97,34.59,-0.84,0.53,0,0.879,92.0,descent,elite,Great form! Maintain position.
SES_CRI_GOO_0017,athlete_13,6,cricket_bat,129.38,122.27,160.23,166.14,107.63,119.9,153.79,155.54,80.14,84.4,24.25,2.5,22.11,5.81,0.52,0,0.753,87.2,setup,good,Extend hips fully.
SES_CRI_ELI_0016,athlete_67,1,cricket_bat,125.35,126.99,150.09,137.6,94.74,74.56,131.04,152.38,79.23,82.26,33.64,1.55,46.07,-2.37,0.45,0,0.791,97.1,descent,elite,Hold this form.
SES_JAV_AVE_0014,athlete_60,34,javelin,117.74,134.71,141.21,156.4,150.64,151.67,154.72,138.19,84.39,71.65,41.99,1.61,17.31,1.18,0.47,0,0.613,61.0,descent,average,Lower your hips.
SES_CRI_AVE_0018,athlete_25,75,cricket_bat,128.62,157.8,172.77,142.59,82.3,88.63,180,180,77.08,81.62,24.57,2.4,18.28,7.65,0.44,0,0.612,69.1,setup,average,Control trunk lean.
SES_SPR_ELI_0008,athlete_54,37,sprint,44.35,45.67,100.68,74.42,84.89,68.42,93.54,94.01,85.47,66.25,17.41,2.44,45.13,6.49,0.54,0,0.813,95.1,descent,elite,Elite biomechanics detected.
SES_SNA_POO_0007,athlete_69,64,snatch,104.37,86.94,142.55,148.18,77.74,76.95,147.27,140.38,75.52,72.2,38.67,4.27,28.78,-1.72,0.5,0,0.659,39.7,setup,poor,Work on symmetry.
SES_VER_ELI_0000,athlete_34,77,vertical_jump,92.49,84.4,109.89,98.62,62.98,57.0,122.07,127.44,88.93,82.14,15.64,1.52,40.94,2.67,0.52,61.8,0.903,97.8,landing,elite,Great form! Maintain position.
SES_JAV_AVE_0014,athlete_27,26,javelin,126.9,141.71,135.52,152.94,129.88,151.86,162.29,139.31,67.54,85.96,45.55,2.04,18.33,3.27,0.58,0,0.614,66.5,descent,average,Control trunk lean.
SES_JAV_POO_0015,athlete_44,44,javelin,148.84,151.34,164.07,175.72,111.51,138.86,180,173.82,67.9,75.11,71.74,2.19,22.55,2.92,0.39,0,0.575,31.6,setup,poor,Adjust knee alignment.
SES_JAV_POO_0015,athlete_39,74,javelin,142.66,124.02,144.78,172.62,127.71,115.7,142.27,161.5,76.25,65.51,71.32,6.08,17.87,3.34,0.48,0,0.512,26.3,setup,poor,LOWER HIPS!
SES_SPR_AVE_0010,athlete_08,26,sprint,78.0,58.64,126.58,121.15,78.4,103.3,95.35,125.31,84.77,76.28,21.31,1.3,29.94,0.48,0.42,0,0.713,67.4,setup,average,Lower your hips.
SES_CRI_GOO_0017,athlete_55,27,cricket_bat,126.16,126.43,161.27,130.29,104.96,98.41,149.87,131.21,86.49,86.54,31.0,4.52,22.31,3.21,0.58,0,0.722,84.4,descent,good,"Good depth, push harder through the heels."
SES_CRI_AVE_0018,athlete_02,68,cricket_bat,119.53,136.31,148.35,159.45,107.91,102.0,136.11,158.31,75.36,86.92,29.06,2.49,25.46,-2.43,0.39,0,0.662,57.3,descent,average,Activate core more.
SES_JAV_GOO_0013,athlete_43,51,javelin,105.9,106.3,145.71,148.78,148.58,158.97,135.45,148.45,76.32,91.06,34.95,1.39,31.61,3.35,0.54,0,0.733,89,descent,good,Slight asymmetry detected.
SES_SPR_ELI_0008,athlete_11,89,sprint,54.85,46.87,95.13,109.86,82.19,67.07,90.02,89.9,75.34,63.37,11.27,3.41,28.95,2.83,0.56,0,0.816,95.7,descent,elite,Elite biomechanics detected.
SES_SNA_AVE_0006,athlete_56,22,snatch,86.32,123.98,137.76,133.76,53.48,41.1,160.68,149.74,58.88,70.01,71.25,5.14,16.38,-0.45,0.39,0,0.72,71.8,descent,average,Activate core more.
SES_CRI_GOO_0017,athlete_36,71,cricket_bat,138.11,134.19,149.62,161.72,82.84,89.72,146.33,173.03,78.61,105.7,28.8,1.67,32.33,-0.45,0.55,0,0.749,89,setup,good,Slight asymmetry detected.
SES_SNA_GOO_0005,athlete_79,11,snatch,99.52,92.22,114.67,112.59,52.11,22.96,177.84,159.88,95.42,81.35,29.44,5.21,32.76,7.63,0.5,0,0.873,78.3,setup,good,"Good depth, push harder through the heels."
SES_JAV_POO_0015,athlete_52,34,javelin,139.54,157.89,178,178,107.72,118.68,177.82,167.96,87.31,81.84,39.97,5.49,23.23,-2.58,0.62,0,0.565,49.0,setup,poor,Work on symmetry.
SES_JAV_POO_0015,athlete_22,5,javelin,143.38,169.47,151.36,178,137.8,125.55,180,151.81,71.39,66.25,27.88,1.69,38.21,-3.87,0.45,0,0.509,49.8,descent,poor,Critical form deviation.
SES_SPR_AVE_0010,athlete_67,85,sprint,64.5,76.91,109.9,131.48,83.93,90.02,98.29,109.65,105.36,85.72,20.35,2.56,31.47,-1.5,0.48,0,0.702,60.5,descent,average,Activate core more.
SES_VER_POO_0003,athlete_75,82,vertical_jump,165.64,130.07,141.57,144.78,117.36,99.45,150.35,115.46,46.24,71.25,22.4,1.9,18.13,2.59,0.36,28.8,0.629,30.3,flight,poor,Work on symmetry.
SES_SNA_POO_0007,athlete_72,85,snatch,133.94,103.54,124.02,152.91,76.9,77.6,131.44,140.87,76.88,71.01,39.34,0.72,10.34,5.13,0.42,0,0.595,32.9,setup,poor,Adjust knee alignment.
SES_SPR_ELI_0008,athlete_29,98,sprint,52.73,48.19,91.14,92.97,72.55,79.67,81.64,92.15,48.77,72.79,10.29,2.29,25.22,-0.08,0.49,0,0.868,92.2,setup,elite,Great form! Maintain position.
SES_SPR_AVE_0010,athlete_71,53,sprint,66.45,75.11,101.03,122.33,76.94,99.83,124.82,123.8,104.6,55.69,39.83,0.58,36.94,7.69,0.55,0,0.713,58.8,descent,average,Lower your hips.
SES_SPR_ELI_0008,athlete_48,42,sprint,56.86,49.18,73.57,90.55,78.42,76.71,96.06,97.93,67.25,71.01,22.88,2.46,32.52,1.04,0.63,0,0.803,92.5,setup,elite,Great form! Maintain position.
SES_SPR_ELI_0008,athlete_68,31,sprint,66.42,47.08,83.63,95.55,70.77,75.11,85.1,86.34,75.05,75.94,11.49,0,20.54,4.5,0.56,0,0.775,95.2,setup,elite,Elite biomechanics detected.
SES_CRI_GOO_0017,athlete_56,67,cricket_bat,145.17,121.63,131.84,138.6,111.79,91.58,150.37,167.08,105.25,87.41,14.68,0.72,7.85,5.49,0.45,0,0.717,80.1,descent,good,"Good depth, push harder through the heels."
SES_CRI_GOO_0017,athlete_62,34,cricket_bat,127.14,128.27,148.15,144.61,108.6,97.26,168.28,132.15,94.94,78.45,15.43,2.32,37.26,7.8,0.41,0,0.77,88.3,setup,good,Extend hips fully.
SES_SPR_ELI_0008,athlete_44,57,sprint,73.52,36.86,88.7,86.17,65.35,68.33,80.47,91.8,85.05,64.72,11.27,2.35,42.91,-4.28,0.48,0,0.742,99.6,descent,elite,Elite biomechanics detected.
SES_VER_ELI_0000,athlete_58,97,vertical_jump,81.38,93.39,92.63,85.57,66.07,69.33,127.15,104.36,92.1,95.27,11.78,2.79,40.77,0.52,0.52,60.9,0.899,98.2,setup,elite,Hold this form.
SES_SNA_GOO_0005,athlete_27,13,snatch,84.77,99.95,111.27,106.06,52.57,51.42,172.65,172.63,110.06,88.08,29.58,0.08,29.81,-0.06,0.44,0,0.84,75,descent,good,"Good depth, push harder through the heels."
SES_SPR_GOO_0009,athlete_74,17,sprint,60.09,64.27,111.67,106.2,101.4,76.47,129.44,85.24,69.53,85.22,25.93,1.36,31.24,3.43,0.51,0,0.816,77.3,descent,good,Slight asymmetry detected.
SES_CRI_POO_0019,athlete_03,81,cricket_bat,151.26,175,143.95,178,146.19,125.36,165.82,170.05,98.74,84.97,8.01,0,41.09,-3.15,0.62,0,0.522,32.3,setup,poor,Critical form deviation.
SES_SNA_POO_0007,athlete_02,97,snatch,140.76,129.89,145.08,108.5,52.94,66.52,110.95,158.09,98.05,75.02,71.78,1.94,22.5,-0.9,0.5,0,0.621,34.6,descent,poor,Critical form deviation.
SES_VER_ELI_0000,athlete_21,0,vertical_jump,91.14,91.17,94.11,99.49,63.32,57.86,116.75,121.39,86.98,78.42,13.16,3.75,40.25,2.33,0.48,49.9,0.944,91.2,descent,elite,Great form! Maintain position.
SES_JAV_GOO_0013,athlete_16,65,javelin,93.49,109.09,147.73,143.73,157.8,149.87,103.69,140.11,91.0,80.53,51.38,2.89,38.54,3.45,0.59,0,0.689,78.8,descent,good,Extend hips fully.
SES_SNA_GOO_0005,athlete_43,30,snatch,120.24,90.39,125.47,109.4,48.5,38.11,180,180,99.11,84.84,31.26,0.04,19.76,-1.06,0.48,0,0.787,84.1,descent,good,"Good depth, push harder through the heels."
SES_VER_GOO_0001,athlete_62,73,vertical_jump,102.2,91.09,94.17,90.06,68.49,65.71,164.32,108.08,95.45,73.94,18.16,2.49,10.13,4.78,0.49,40.5,0.834,83.1,takeoff,good,"Good depth, push harder through the heels."
SES_JAV_ELI_0012,athlete_09,32,javelin,98.48,106.38,140.76,140.06,159.82,153.95,134.66,127.5,92.31,88.9,35.38,3.63,34.45,0.26,0.58,0,0.756,96.1,descent,elite,Elite biomechanics detected.
SES_SPR_AVE_0010,athlete_05,64,sprint,92.07,71.37,119.67,116.07,93.16,88.44,145.62,105.06,85.65,84.38,23.02,1.49,27.35,-4.44,0.51,0,0.724,55,setup,average,Activate core more.
SES_JAV_ELI_0012,athlete_18,55,javelin,114.92,97.62,154.48,158.96,179.1,163.37,119.66,120.59,80.82,81.8,46.65,3.36,27.23,4.29,0.48,0,0.726,92.7,setup,elite,Great form! Maintain position.
SES_JAV_GOO_0013,athlete_26,92,javelin,123.03,129.52,155.72,144.61,177.11,152.64,145.67,137.55,79.97,79.04,33.16,1.48,30.44,6.92,0.37,0,0.704,87.0,setup,good,Slight asymmetry detected.
SES_CRI_ELI_0016,athlete_25,21,cricket_bat,109.46,125.63,124.05,135.43,107.68,91.51,130.72,155.64,77.26,86.67,22.26,3.32,19.82,7.45,0.58,0,0.756,91.5,descent,elite,Great form! Maintain position.
SES_JAV_POO_0015,athlete_12,52,javelin,147.43,146.24,134.0,157.98,123.21,155.14,103.58,177.68,88.69,85.43,58.97,0.89,35.09,-2.79,0.48,0,0.552,20,descent,poor,Adjust knee alignment.
SES_SPR_AVE_0010,athlete_04,58,sprint,68.35,73.53,112.65,132.91,92.39,113.14,100.41,107.12,78.31,82.73,11.25,4.52,35.21,-4.43,0.57,0,0.733,64.8,setup,average,Lower your hips.
SES_SNA_GOO_0005,athlete_07,44,snatch,92.31,103.67,103.5,107.45,65.66,45.74,165.46,180,88.81,95.79,40.7,2.3,26.13,0.77,0.46,0,0.856,75,setup,good,Extend hips fully.
SES_JAV_AVE_0014,athlete_70,5,javelin,129.51,130.04,164.53,153.58,180,108.79,180,141.86,87.39,74.82,44.26,4.61,29.9,-1.51,0.5,0,0.659,66.6,setup,average,Activate core more.
SES_JAV_GOO_0013,athlete_16,52,javelin,109.29,111.69,138.25,154.75,163.0,157.12,128.79,120.73,79.59,94.41,39.87,3.77,15.8,-5.82,0.54,0,0.702,85.2,setup,good,Extend hips fully.
SES_CRI_POO_0019,athlete_73,96,cricket_bat,175,151.23,141.57,178,127.56,137.79,180,141.3,83.73,83.0,64.25,0.88,20.35,-0.45,0.41,0,0.518,20,setup,poor,LOWER HIPS!
SES_CRI_GOO_0017,athlete_47,17,cricket_bat,118.54,116.07,147.53,145.28,88.04,109.28,145.21,163.73,75.51,77.84,30.57,3.82,26.08,-1.71,0.46,0,0.769,86.6,setup,good,"Good depth, push harder through the heels."
SES_SPR_POO_0011,athlete_30,64,sprint,69.78,92.2,144.16,127.87,103.55,118.77,160.84,127.17,85.84,112.05,44.73,2.37,40.4,4.45,0.56,0,0.613,33.3,setup,poor,Critical form deviation.
SES_VER_POO_0003,athlete_77,75,vertical_jump,117.75,121.44,152.04,119.65,56.0,68.61,159.67,119.95,83.9,71.92,49.11,3.75,31.9,1.69,0.43,9.4,0.627,35.8,setup,poor,LOWER HIPS!
SES_VER_ELI_0000,athlete_55,21,vertical_jump,101.53,92.51,100.26,99.74,63.03,67.43,126.86,114.59,88.92,75.69,9.61,1.42,26.18,2.17,0.59,71.3,0.932,95.2,flight,elite,Great form! Maintain position.
SES_JAV_GOO_0013,athlete_76,91,javelin,87.42,112.3,157.71,144.3,176.73,144.48,124.52,142.35,67.9,70.75,57.1,2.56,9.67,-0.68,0.45,0,0.648,83.9,descent,good,Slight asymmetry detected.
SES_VER_POO_0003,athlete_69,62,vertical_jump,121.81,121.36,172.16,155.25,119.28,83.56,150.12,121.63,43.61,62.75,61.83,2.26,4.92,0.47,0.44,25.4,0.669,42.9,flight,poor,LOWER HIPS!
SES_CRI_GOO_0017,athlete_49,56,cricket_bat,139.45,131.19,131.75,160.62,53.61,110.75,158.19,129.12,89.75,82.13,43.66,3.44,18.14,2.19,0.54,0,0.708,81.3,descent,good,"Good depth, push harder through the heels."
SES_JAV_POO_0015,athlete_63,85,javelin,125.35,151.45,172.87,154.58,111.04,111.19,180,180,53.51,73.58,52.01,0,39.74,0.12,0.62,0,0.517,25.4,descent,poor,LOWER HIPS!
SES_SPR_ELI_0008,athlete_53,50,sprint,61.35,47.37,79.67,95.54,84.34,78.15,92.17,102.68,62.04,76.06,6.8,0.7,33.81,-0.79,0.52,0,0.782,91.6,setup,elite,Great form! Maintain position.
SES_CRI_POO_0019,athlete_49,94,cricket_bat,171.13,167.4,178,144.86,153.89,142.85,169.33,178.49,62.67,74.17,34.63,4.47,32.72,2.39,0.37,0,0.558,41.5,setup,poor,Critical form deviation.
SES_SPR_AVE_0010,athlete_38,87,sprint,75.78,69.24,106.22,127.69,113.39,100.8,121.68,108.02,81.57,82.41,28.82,1.81,17.82,1.71,0.45,0,0.724,58.0,descent,average,Lower your hips.
SES_SNA_AVE_0006,athlete_80,32,snatch,113.2,93.87,152.52,140.29,56.74,63.51,165.97,150.81,98.76,78.63,27.18,3.9,39.68,1.18,0.49,0,0.745,68.2,setup,average,Control trunk lean.
SES_CRI_AVE_0018,athlete_66,44,cricket_bat,147.3,172.94,158.74,166.49,124.84,102.67,158.33,153.74,77.97,78.26,42.02,1.42,17.92,0.38,0.49,0,0.662,66.8,descent,average,Lower your hips.
SES_SPR_AVE_0010,athlete_22,76,sprint,57.61,75.96,126.89,135.55,131.6,113.75,115.6,101.58,96.67,74.58,26.79,3.22,15.38,0.21,0.5,0,0.708,58.2,descent,average,Control trunk lean.
SES_CRI_ELI_0016,athlete_68,71,cricket_bat,115.47,121.41,144.29,149.42,106.29,77.16,143.69,150.18,93.42,87.22,32.56,0.53,34.89,0.68,0.46,0,0.795,91.2,descent,elite,Elite biomechanics detected.
SES_VER_AVE_0002,athlete_11,74,vertical_jump,127.37,120.65,125.76,113.77,82.12,77.89,151.84,147.99,84.56,83.77,20.2,1.53,11.28,3.79,0.47,41.3,0.756,67.4,takeoff,average,Control trunk lean.
SES_JAV_GOO_0013,athlete_80,25,javelin,100.03,117.62,153.15,162.39,144.64,159.35,155.68,145.84,96.78,98.34,38.02,3.02,36.9,4.31,0.51,0,0.678,76.9,setup,good,"Good depth, push harder through the heels."
SES_CRI_ELI_0016,athlete_51,14,cricket_bat,132.65,126.87,136.07,127.58,97.29,72.27,137.11,126.85,101.7,85.29,19.84,2.58,35.21,5.92,0.53,0,0.788,96.1,descent,elite,Great form! Maintain position.
SES_SPR_ELI_0008,athlete_73,38,sprint,41.84,50.49,85.55,101.34,90.19,79.0,85.42,84.43,72.46,60.61,13.99,2.3,29.04,-1.29,0.41,0,0.802,93.4,setup,elite,Hold this form.
SES_VER_POO_0003,athlete_45,18,vertical_jump,131.29,121.45,157.38,151.41,64.46,80.04,171.74,127.39,55.79,52.59,26.4,3.11,35.9,1.24,0.32,37.6,0.666,39.5,descent,poor,Adjust knee alignment.
SES_JAV_GOO_0013,athlete_52,28,javelin,121.31,103.31,155.25,145.91,151.98,145.97,115.71,129.92,78.44,83.53,58.93,0,28.17,2.72,0.55,0,0.677,79.3,descent,good,Slight asymmetry detected.
SES_JAV_ELI_0012,athlete_58,20,javelin,108.2,106.05,163.56,149.71,164.35,170.86,117.75,140.83,79.93,79.56,29.5,0,47.08,3.93,0.48,0,0.749,97.7,setup,elite,Hold this form.
SES_SPR_AVE_0010,athlete_31,32,sprint,98.12,55.54,109.41,121.84,103.38,93.56,123.25,117.56,76.15,76.96,17.39,3.78,31.86,-6.17,0.54,0,0.639,63.6,setup,average,Control trunk lean.
SES_CRI_GOO_0017,athlete_53,44,cricket_bat,113.79,138.0,152.18,148.01,88.41,86.68,180,127.03,89.38,89.53,35.59,3.37,25.11,-0.43,0.53,0,0.719,86.3,descent,good,Extend hips fully.
SES_JAV_AVE_0014,athlete_69,71,javelin,150.31,117.39,166.31,154.32,117.66,150.18,138.17,146.78,69.06,61.24,57.62,2.16,15.73,3.25,0.53,0,0.593,64.9,descent,average,Control trunk lean.
SES_VER_ELI_0000,athlete_09,7,vertical_jump,96.62,92.25,90.83,87.01,80.2,55.11,124.81,101.17,89.56,86.77,10.02,2.39,41.59,6.34,0.52,49.1,0.934,96.1,setup,elite,Great form! Maintain position.
SES_SPR_GOO_0009,athlete_17,93,sprint,52.18,51.55,100.74,90.5,111.62,76.44,85.56,89.21,64.18,76.84,16.63,2.67,31.53,0.47,0.51,0,0.816,78.0,descent,good,Extend hips fully.
SES_JAV_ELI_0012,athlete_34,79,javelin,91.79,116.79,151.82,151.92,167.7,175.22,129.39,117.7,84.34,82.0,24.32,2.43,46.72,3.87,0.52,0,0.716,95.5,descent,elite,Hold this form.
SES_SNA_ELI_0004,athlete_26,85,snatch,81.58,85.68,100.4,102.94,44.08,50.04,175.46,168.54,88.84,94.32,25.16,0,24.69,0.06,0.5,0,0.928,92.6,descent,elite,Great form! Maintain position.
SES_VER_AVE_0002,athlete_63,31,vertical_jump,120.68,113.44,116.98,125.57,81.86,81.46,145.93,127.52,75.13,82.48,17.29,0,25.71,1.2,0.47,33.8,0.761,71.9,setup,average,Lower your hips.
SES_SPR_AVE_0010,athlete_68,41,sprint,65.28,59.84,118.04,114.38,74.21,72.69,90.08,91.82,78.54,83.8,23.48,3.26,29.05,2.09,0.5,0,0.766,69.4,setup,average,Control trunk lean.
SES_JAV_POO_0015,athlete_37,49,javelin,129.0,131.64,177.31,178,152.85,131.8,180,119.4,55.49,74.19,47.14,3.93,18.57,6.06,0.43,0,0.593,42.1,descent,poor,Adjust knee alignment.
SES_SPR_ELI_0008,athlete_05,66,sprint,52.35,31.99,95.56,86.56,45.79,95.18,96.79,87.06,70.84,67.9,4.97,1.21,33.22,8.32,0.5,0,0.755,96.6,descent,elite,Great form! Maintain position.
SES_CRI_ELI_0016,athlete_26,77,cricket_bat,130.41,108.71,150.85,144.05,63.26,87.19,157.58,151.12,77.94,92.21,9.53,2.97,33.38,-4.54,0.52,0,0.757,95.6,descent,elite,Elite biomechanics detected.
SES_SPR_GOO_0009,athlete_41,97,sprint,54.96,58.5,95.84,113.27,92.33,106.55,83.21,110.03,68.65,81.8,12.71,0,23.41,1.85,0.47,0,0.786,75,setup,good,Extend hips fully.
